study,domain,domain_abbr,sub_domain,source,metric,atlas,table_name,table_label,url_docs,url_deap,url_score,n_total,n_admin,n_item,n_derived,n_score,type,00S,00A,00M,01A,01M,02A,02M,03A,03M,04A,04M,05A,05M,06A,C01,C02,C03,C04,C05,C06,C07,S01,S02,S03,S04,S05
Core,Imaging,mr,Diffusion MRI (DTI),Youth,Volume,AtlasTrack,mr_y_dti__fs__vol__at,DTI (Full shell) - Volume (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_dti,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22DTI%20%28Full%20shell%29%20-%20Volume%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (DTI),Youth,Volume,AtlasTrack,mr_y_dti__is__vol__at,DTI (Inner shell) - Volume (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_dti,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22DTI%20%28Inner%20shell%29%20-%20Volume%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,AtlasTrack,mr_y_rsi__fni__at,RSI - Free Normalized Isotropic (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Desikan,mr_y_rsi__fni__gm__dsk,RSI - Free Normalized Isotropic - Gray Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20-%20Gray%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Desikan,mr_y_rsi__fni__gwc__dsk,RSI - Free Normalized Isotropic - Gray/White Contrast (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20-%20Gray%2FWhite%20Contrast%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Desikan,mr_y_rsi__fni__wm__dsk,RSI - Free Normalized Isotropic - White Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20-%20White%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Destrieux,mr_y_rsi__fni__gm__dst,RSI - Free Normalized Isotropic - Gray Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20-%20Gray%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Destrieux,mr_y_rsi__fni__gwc__dst,RSI - Free Normalized Isotropic - Gray/White Contrast (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20-%20Gray%2FWhite%20Contrast%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Destrieux,mr_y_rsi__fni__wm__dst,RSI - Free Normalized Isotropic - White Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20-%20White%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Free Normalized Isotropic,Subcortical,mr_y_rsi__fni__aseg,RSI - Free Normalized Isotropic (Subcortical) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Subcortical%22%2C%22RSI%20-%20Free%20Normalized%20Isotropic%20%28Subcortical%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,30,,,,30,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,AtlasTrack,mr_y_rsi__hnd__at,RSI - Hindered Normalized Directional (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Desikan,mr_y_rsi__hnd__gm__dsk,RSI - Hindered Normalized Directional - Gray Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20-%20Gray%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Desikan,mr_y_rsi__hnd__gwc__dsk,RSI - Hindered Normalized Directional - Gray/White Contrast (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20-%20Gray%2FWhite%20Contrast%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Desikan,mr_y_rsi__hnd__wm__dsk,RSI - Hindered Normalized Directional - White Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20-%20White%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Destrieux,mr_y_rsi__hnd__gm__dst,RSI - Hindered Normalized Directional - Gray Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20-%20Gray%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Destrieux,mr_y_rsi__hnd__gwc__dst,RSI - Hindered Normalized Directional - Gray/White Contrast (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20-%20Gray%2FWhite%20Contrast%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Destrieux,mr_y_rsi__hnd__wm__dst,RSI - Hindered Normalized Directional - White Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20-%20White%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Directional,Subcortical,mr_y_rsi__hnd__aseg,RSI - Hindered Normalized Directional (Subcortical) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Subcortical%22%2C%22RSI%20-%20Hindered%20Normalized%20Directional%20%28Subcortical%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,30,,,,30,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,AtlasTrack,mr_y_rsi__hni__at,RSI - Hindered Normalized Isotropic (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Desikan,mr_y_rsi__hni__gm__dsk,RSI - Hindered Normalized Isotropic - Gray Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20-%20Gray%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Desikan,mr_y_rsi__hni__gwc__dsk,RSI - Hindered Normalized Isotropic - Gray/White Contrast (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20-%20Gray%2FWhite%20Contrast%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Desikan,mr_y_rsi__hni__wm__dsk,RSI - Hindered Normalized Isotropic - White Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20-%20White%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Destrieux,mr_y_rsi__hni__gm__dst,RSI - Hindered Normalized Isotropic - Gray Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20-%20Gray%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Destrieux,mr_y_rsi__hni__gwc__dst,RSI - Hindered Normalized Isotropic - Gray/White Contrast (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20-%20Gray%2FWhite%20Contrast%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Destrieux,mr_y_rsi__hni__wm__dst,RSI - Hindered Normalized Isotropic - White Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20-%20White%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Isotropic,Subcortical,mr_y_rsi__hni__aseg,RSI - Hindered Normalized Isotropic (Subcortical) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Subcortical%22%2C%22RSI%20-%20Hindered%20Normalized%20Isotropic%20%28Subcortical%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,30,,,,30,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,AtlasTrack,mr_y_rsi__hnt__at,RSI - Hindered Normalized Total (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Desikan,mr_y_rsi__hnt__gm__dsk,RSI - Hindered Normalized Total - Gray Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20-%20Gray%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Desikan,mr_y_rsi__hnt__gwc__dsk,RSI - Hindered Normalized Total - Gray/White Contrast (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20-%20Gray%2FWhite%20Contrast%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Desikan,mr_y_rsi__hnt__wm__dsk,RSI - Hindered Normalized Total - White Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20-%20White%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Destrieux,mr_y_rsi__hnt__gm__dst,RSI - Hindered Normalized Total - Gray Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20-%20Gray%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Destrieux,mr_y_rsi__hnt__gwc__dst,RSI - Hindered Normalized Total - Gray/White Contrast (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20-%20Gray%2FWhite%20Contrast%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Destrieux,mr_y_rsi__hnt__wm__dst,RSI - Hindered Normalized Total - White Matter (Destrieux) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Destrieux%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20-%20White%20Matter%20%28Destrieux%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,151,,,,151,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Hindered Normalized Total,Subcortical,mr_y_rsi__hnt__aseg,RSI - Hindered Normalized Total (Subcortical) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Subcortical%22%2C%22RSI%20-%20Hindered%20Normalized%20Total%20%28Subcortical%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,30,,,,30,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Restricted Normalized Directional,AtlasTrack,mr_y_rsi__rnd__at,RSI - Restricted Normalized Directional (AtlasTrack) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22AtlasTrack%22%2C%22RSI%20-%20Restricted%20Normalized%20Directional%20%28AtlasTrack%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,42,,,,42,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Restricted Normalized Directional,Desikan,mr_y_rsi__rnd__gm__dsk,RSI - Restricted Normalized Directional - Gray Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Restricted%20Normalized%20Directional%20-%20Gray%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Restricted Normalized Directional,Desikan,mr_y_rsi__rnd__gwc__dsk,RSI - Restricted Normalized Directional - Gray/White Contrast (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Restricted%20Normalized%20Directional%20-%20Gray%2FWhite%20Contrast%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Imaging,mr,Diffusion MRI (RSI),Youth,Restricted Normalized Directional,Desikan,mr_y_rsi__rnd__wm__dsk,RSI - Restricted Normalized Directional - White Matter (Desikan) [Youth],/documentation/imaging/type_dmri.html#mr_y_rsi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Desikan%22%2C%22RSI%20-%20Restricted%20Normalized%20Directional%20-%20White%20Matter%20%28Desikan%29%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,71,,,,71,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
